stname	stID	class	opt_cour
student1472	10121471	IntOfTh_1405	table tennis
student1473	10121472	IntOfTh_1405	taekwondo
student1474	10121473	IntOfTh_1405	taekwondo
student1475	10121474	IntOfTh_1405	gymnastics
student1476	10121475	IntOfTh_1405	gymnastics
student1477	10121476	IntOfTh_1405	badminton
student1478	10121477	IntOfTh_1405	taekwondo
student1479	10121478	IntOfTh_1405	gymnastics
student1480	10121479	IntOfTh_1405	table tennis
student1481	10121480	IntOfTh_1405	taekwondo
student1482	10121481	IntOfTh_1405	taekwondo
student1483	10121482	IntOfTh_1405	football
student1484	10121483	IntOfTh_1405	football
student1485	10121484	IntOfTh_1405	gymnastics
student1486	10121485	IntOfTh_1405	swimming
student1487	10121486	IntOfTh_1405	swimming
student1488	10121487	IntOfTh_1405	table tennis
student1489	10121488	IntOfTh_1405	taekwondo
student1490	10121489	IntOfTh_1405	taekwondo
student1491	10121490	IntOfTh_1405	gymnastics
student1492	10121491	IntOfTh_1405	gymnastics
student1493	10121492	IntOfTh_1405	basketball
student1494	10121493	IntOfTh_1405	basketball
student1495	10121494	IntOfTh_1405	basketball
student1496	10121495	IntOfTh_1405	gymnastics
student1497	10121496	IntOfTh_1405	gymnastics
student1498	10121497	IntOfTh_1405	basketball
student1499	10121498	IntOfTh_1405	tennis
student1500	10121499	IntOfTh_1405	gymnastics
student1501	10121500	IntOfTh_1405	basketball
student1502	10121501	IntOfTh_1405	gymnastics
student1503	10121502	IntOfTh_1405	tennis
student1504	10121503	IntOfTh_1405	basketball
student1505	10121504	IntOfTh_1405	tennis
student1506	10121505	IntOfTh_1405	badminton
student1507	10121506	IntOfTh_1406	basketball
student1508	10121507	IntOfTh_1406	football
student1509	10121508	IntOfTh_1406	basketball
student1510	10121509	IntOfTh_1406	football
student1511	10121510	IntOfTh_1406	table tennis
student1512	10121511	IntOfTh_1406	swimming
student1513	10121512	IntOfTh_1406	swimming
student1514	10121513	IntOfTh_1406	swimming
student1515	10121514	IntOfTh_1406	football
student1516	10121515	IntOfTh_1406	table tennis
student1517	10121516	IntOfTh_1406	badminton
student1518	10121517	IntOfTh_1406	volleyball
student1519	10121518	IntOfTh_1406	badminton
student1520	10121519	IntOfTh_1406	volleyball
student1521	10121520	IntOfTh_1406	tennis
student1522	10121521	IntOfTh_1406	volleyball
student1523	10121522	IntOfTh_1406	swimming
student1524	10121523	IntOfTh_1406	football
student1525	10121524	IntOfTh_1406	football
student1526	10121525	IntOfTh_1406	table tennis
student1527	10121526	IntOfTh_1406	badminton
student1528	10121527	IntOfTh_1406	volleyball
student1529	10121528	IntOfTh_1406	tennis
student1530	10121529	IntOfTh_1406	volleyball
student1531	10121530	IntOfTh_1406	volleyball
student1532	10121531	IntOfTh_1406	tennis
student1533	10121532	IntOfTh_1406	volleyball
student1534	10121533	IntOfTh_1406	basketball
student1535	10121534	IntOfTh_1406	taekwondo
student1536	10121535	IntOfTh_1406	taekwondo
student1537	10121536	IntOfTh_1406	table tennis
student1538	10121537	IntOfTh_1406	badminton
student1539	10121538	IntOfTh_1406	tennis
student1540	10121539	IntOfTh_1406	swimming
student1541	10121540	IntOfTh_1406	volleyball
student1542	10121541	IntOfTh_1406	football
student1543	10121542	IntOfTh_1406	table tennis
student1544	10121543	IntOfTh_1406	badminton
student1545	10121544	IntOfTh_1406	swimming
student1546	10121545	IntOfTh_1406	tennis
student1547	10121546	IntOfTh_1406	volleyball
student1548	10121547	IntOfTh_1406	badminton
student1549	10121548	IntOfTh_1406	basketball
student1550	10121549	IntOfTh_1406	tennis
student1551	10121550	IntOfTh_1406	tennis
student1552	10121551	IntOfTh_1406	badminton
student1553	10121552	IntOfTh_1406	swimming
student1554	10121553	IntOfTh_1406	table tennis
student1555	10121554	IntOfTh_1406	badminton
student1556	10121555	IntOfTh_1407	volleyball
student1557	10121556	IntOfTh_1407	tennis
student1558	10121557	IntOfTh_1407	badminton
student1559	10121558	IntOfTh_1407	basketball
student1560	10121559	IntOfTh_1407	table tennis
student1561	10121560	IntOfTh_1407	table tennis
student1562	10121561	IntOfTh_1407	table tennis
student1563	10121562	IntOfTh_1407	table tennis
student1564	10121563	IntOfTh_1407	taekwondo
student1565	10121564	IntOfTh_1407	taekwondo
student1566	10121565	IntOfTh_1407	football
student1567	10121566	IntOfTh_1407	football
student1568	10121567	IntOfTh_1407	gymnastics
student1569	10121568	IntOfTh_1407	swimming
student1570	10121569	IntOfTh_1407	swimming
student1571	10121570	IntOfTh_1407	table tennis
student1572	10121571	IntOfTh_1407	taekwondo
student1573	10121572	IntOfTh_1407	taekwondo
student1574	10121573	IntOfTh_1407	gymnastics
student1575	10121574	IntOfTh_1407	gymnastics
student1576	10121575	IntOfTh_1407	badminton
student1577	10121576	IntOfTh_1407	taekwondo
student1578	10121577	IntOfTh_1407	gymnastics
student1579	10121578	IntOfTh_1407	table tennis
student1580	10121579	IntOfTh_1407	taekwondo
student1581	10121580	IntOfTh_1407	taekwondo
student1582	10121581	IntOfTh_1407	football
student1583	10121582	IntOfTh_1407	football
student1584	10121583	IntOfTh_1407	gymnastics
student1585	10121584	IntOfTh_1407	swimming
student1586	10121585	IntOfTh_1407	swimming
student1587	10121586	IntOfTh_1407	table tennis
student1588	10121587	IntOfTh_1407	taekwondo
student1589	10121588	IntOfTh_1407	taekwondo
student1590	10121589	IntOfTh_1407	gymnastics
student1591	10121590	IntOfTh_1407	gymnastics
student1592	10121591	IntOfTh_1407	basketball
student1593	10121592	IntOfTh_1407	basketball
student1594	10121593	IntOfTh_1407	basketball
student1595	10121594	IntOfTh_1407	gymnastics
student1596	10121595	IntOfTh_1407	gymnastics
student1597	10121596	IntOfTh_1407	basketball
student1598	10121597	IntOfTh_1407	tennis
student1599	10121598	IntOfTh_1407	gymnastics
student1600	10121599	IntOfTh_1407	basketball
student1601	10121600	IntOfTh_1407	gymnastics
student1602	10121601	IntOfTh_1407	tennis
student1603	10121602	IntOfTh_1408	basketball
student1604	10121603	IntOfTh_1408	tennis
student1605	10121604	IntOfTh_1408	badminton
student1606	10121605	IntOfTh_1408	basketball
student1607	10121606	IntOfTh_1408	football
student1608	10121607	IntOfTh_1408	basketball
student1609	10121608	IntOfTh_1408	football
student1610	10121609	IntOfTh_1408	table tennis
student1611	10121610	IntOfTh_1408	swimming
student1612	10121611	IntOfTh_1408	swimming
student1613	10121612	IntOfTh_1408	swimming
student1614	10121613	IntOfTh_1408	football
student1615	10121614	IntOfTh_1408	table tennis
student1616	10121615	IntOfTh_1408	badminton
student1617	10121616	IntOfTh_1408	volleyball
student1618	10121617	IntOfTh_1408	badminton
student1619	10121618	IntOfTh_1408	volleyball
student1620	10121619	IntOfTh_1408	tennis
student1621	10121620	IntOfTh_1408	volleyball
student1622	10121621	IntOfTh_1408	swimming
student1623	10121622	IntOfTh_1408	football
student1624	10121623	IntOfTh_1408	football
student1625	10121624	IntOfTh_1408	table tennis
student1626	10121625	IntOfTh_1408	badminton
student1627	10121626	IntOfTh_1408	volleyball
student1628	10121627	IntOfTh_1408	tennis
student1629	10121628	IntOfTh_1408	volleyball
student1630	10121629	IntOfTh_1408	volleyball
student1631	10121630	IntOfTh_1408	tennis
student1632	10121631	IntOfTh_1408	volleyball
student1633	10121632	IntOfTh_1408	basketball
student1634	10121633	IntOfTh_1408	taekwondo
student1635	10121634	IntOfTh_1408	taekwondo
student1636	10121635	IntOfTh_1408	table tennis
student1637	10121636	IntOfTh_1408	badminton
student1638	10121637	IntOfTh_1408	tennis
student1639	10121638	IntOfTh_1408	swimming
student1640	10121639	IntOfTh_1408	volleyball
student1641	10121640	IntOfTh_1408	football
student1642	10121641	IntOfTh_1408	table tennis
student1643	10121642	IntOfTh_1408	badminton
student1644	10121643	IntOfTh_1408	swimming
student1645	10121644	IntOfTh_1408	tennis
student1646	10121645	IntOfTh_1408	volleyball
student1647	10121646	IntOfTh_1408	badminton
student1648	10121647	IntOfTh_1408	basketball
student1649	10121648	IntOfTh_1408	tennis
student1650	10121649	IntOfTh_1408	tennis
student1651	10121650	IntOfTh_1408	badminton
student1652	10121651	IntOfTh_1408	swimming
student1653	10121652	IntOfTh_1408	table tennis
student1654	10121653	IntOfTh_1408	badminton
student1655	10121654	IntOfTh_1408	volleyball
student1656	10121655	IntOfTh_1408	tennis
student1657	10121656	IntOfTh_1408	badminton
student1658	10121657	IntOfTh_1408	basketball
student1659	10121658	IntOfTh_1409	table tennis
student1660	10121659	IntOfTh_1409	table tennis
student1661	10121660	IntOfTh_1409	table tennis
student1662	10121661	IntOfTh_1409	table tennis
student1663	10121662	IntOfTh_1409	taekwondo
student1664	10121663	IntOfTh_1409	taekwondo
student1665	10121664	IntOfTh_1409	football
student1666	10121665	IntOfTh_1409	football
student1667	10121666	IntOfTh_1409	gymnastics
student1668	10121667	IntOfTh_1409	swimming
student1669	10121668	IntOfTh_1409	swimming
student1670	10121669	IntOfTh_1409	table tennis
student1671	10121670	IntOfTh_1409	taekwondo
student1672	10121671	IntOfTh_1409	taekwondo
student1673	10121672	IntOfTh_1409	gymnastics
student1674	10121673	IntOfTh_1409	gymnastics
student1675	10121674	IntOfTh_1409	badminton
student1676	10121675	IntOfTh_1409	taekwondo
student1677	10121676	IntOfTh_1409	gymnastics
student1678	10121677	IntOfTh_1409	table tennis
student1679	10121678	IntOfTh_1409	taekwondo
student1680	10121679	IntOfTh_1409	taekwondo
student1681	10121680	IntOfTh_1409	football
student1682	10121681	IntOfTh_1409	football
student1683	10121682	IntOfTh_1409	gymnastics
student1684	10121683	IntOfTh_1409	swimming
student1685	10121684	IntOfTh_1409	swimming
student1686	10121685	IntOfTh_1409	table tennis
student1687	10121686	IntOfTh_1409	taekwondo
student1688	10121687	IntOfTh_1409	taekwondo
student1689	10121688	IntOfTh_1409	gymnastics
student1690	10121689	IntOfTh_1409	gymnastics
student1691	10121690	IntOfTh_1409	basketball
student1692	10121691	IntOfTh_1409	basketball
student1693	10121692	IntOfTh_1409	basketball
student1694	10121693	IntOfTh_1409	gymnastics
student1695	10121694	IntOfTh_1409	gymnastics
student1696	10121695	IntOfTh_1409	basketball
student1697	10121696	IntOfTh_1409	tennis
student1698	10121697	IntOfTh_1409	gymnastics
student1699	10121698	IntOfTh_1409	basketball
student1700	10121699	IntOfTh_1409	gymnastics
student1701	10121700	IntOfTh_1409	tennis
student1702	10121701	IntOfTh_1409	basketball
student1703	10121702	IntOfTh_1409	tennis
student1704	10121703	IntOfTh_1409	badminton
student1705	10121704	ClOfih_1401	basketball
student1706	10121705	ClOfih_1401	football
student1707	10121706	ClOfih_1401	basketball
student1708	10121707	ClOfih_1401	football
student1709	10121708	ClOfih_1401	table tennis
student1710	10121709	ClOfih_1401	swimming
student1711	10121710	ClOfih_1401	swimming
student1712	10121711	ClOfih_1401	swimming
student1713	10121712	ClOfih_1401	football
student1714	10121713	ClOfih_1401	table tennis
student1715	10121714	ClOfih_1401	badminton
student1716	10121715	ClOfih_1401	volleyball
student1717	10121716	ClOfih_1401	badminton
student1718	10121717	ClOfih_1401	volleyball
student1719	10121718	ClOfih_1401	tennis
student1720	10121719	ClOfih_1401	volleyball
student1721	10121720	ClOfih_1401	swimming
student1722	10121721	ClOfih_1401	football
student1723	10121722	ClOfih_1401	football
student1724	10121723	ClOfih_1401	table tennis
student1725	10121724	ClOfih_1401	badminton
student1726	10121725	ClOfih_1401	volleyball
student1727	10121726	ClOfih_1401	tennis
student1728	10121727	ClOfih_1401	volleyball
student1729	10121728	ClOfih_1401	volleyball
student1730	10121729	ClOfih_1401	tennis
student1731	10121730	ClOfih_1401	volleyball
student1732	10121731	ClOfih_1401	basketball
student1733	10121732	ClOfih_1401	taekwondo
student1734	10121733	ClOfih_1401	taekwondo
student1735	10121734	ClOfih_1401	table tennis
student1736	10121735	ClOfih_1401	badminton
student1737	10121736	ClOfih_1401	tennis
student1738	10121737	ClOfih_1401	swimming
student1739	10121738	ClOfih_1401	volleyball
student1740	10121739	ClOfih_1401	football
student1741	10121740	ClOfih_1401	table tennis
student1742	10121741	ClOfih_1401	badminton
student1743	10121742	ClOfih_1401	swimming
student1744	10121743	ClOfih_1401	tennis
student1745	10121744	ClOfih_1401	volleyball
student1746	10121745	ClOfih_1401	badminton
student1747	10121746	ClOfih_1401	basketball
student1748	10121747	ClOfih_1401	tennis
student1749	10121748	ClOfih_1402	tennis
student1750	10121749	ClOfih_1402	badminton
student1751	10121750	ClOfih_1402	swimming
student1752	10121751	ClOfih_1402	table tennis
student1753	10121752	ClOfih_1402	badminton
student1754	10121753	ClOfih_1402	volleyball
student1755	10121754	ClOfih_1402	tennis
student1756	10121755	ClOfih_1402	badminton
student1757	10121756	ClOfih_1402	basketball
student1758	10121757	ClOfih_1402	table tennis
student1759	10121758	ClOfih_1402	table tennis
student1760	10121759	ClOfih_1402	table tennis
student1761	10121760	ClOfih_1402	table tennis
student1762	10121761	ClOfih_1402	taekwondo
student1763	10121762	ClOfih_1402	taekwondo
student1764	10121763	ClOfih_1402	football
student1765	10121764	ClOfih_1402	football
student1766	10121765	ClOfih_1402	gymnastics
student1767	10121766	ClOfih_1402	swimming
student1768	10121767	ClOfih_1402	swimming
student1769	10121768	ClOfih_1402	table tennis
student1770	10121769	ClOfih_1402	taekwondo
student1771	10121770	ClOfih_1402	taekwondo
student1772	10121771	ClOfih_1402	gymnastics
student1773	10121772	ClOfih_1402	gymnastics
student1774	10121773	ClOfih_1402	badminton
student1775	10121774	ClOfih_1402	taekwondo
student1776	10121775	ClOfih_1402	gymnastics
student1777	10121776	ClOfih_1402	table tennis
student1778	10121777	ClOfih_1402	taekwondo
student1779	10121778	ClOfih_1402	taekwondo
student1780	10121779	ClOfih_1402	football
student1781	10121780	ClOfih_1402	football
student1782	10121781	ClOfih_1402	gymnastics
student1783	10121782	ClOfih_1402	swimming
student1784	10121783	ClOfih_1402	swimming
student1785	10121784	ClOfih_1402	table tennis
student1786	10121785	ClOfih_1403	taekwondo
student1787	10121786	ClOfih_1403	taekwondo
student1788	10121787	ClOfih_1403	gymnastics
student1789	10121788	ClOfih_1403	gymnastics
student1790	10121789	ClOfih_1403	basketball
student1791	10121790	ClOfih_1403	basketball
student1792	10121791	ClOfih_1403	basketball
student1793	10121792	ClOfih_1403	gymnastics
student1794	10121793	ClOfih_1403	gymnastics
student1795	10121794	ClOfih_1403	basketball
student1796	10121795	ClOfih_1403	tennis
student1797	10121796	ClOfih_1403	gymnastics
student1798	10121797	ClOfih_1403	basketball
student1799	10121798	ClOfih_1403	gymnastics
student1800	10121799	ClOfih_1403	tennis
student1801	10121800	ClOfih_1403	basketball
student1802	10121801	ClOfih_1403	tennis
student1803	10121802	ClOfih_1403	table tennis
student1804	10121803	ClOfih_1403	badminton
student1805	10121804	ClOfih_1403	table tennis
student1806	10121805	ClOfih_1403	badminton
student1807	10121806	ClOfih_1403	swimming
student1808	10121807	ClOfih_1403	table tennis
student1809	10121808	ClOfih_1403	swimming
student1810	10121809	ClOfih_1403	table tennis
student1811	10121810	ClOfih_1403	badminton
student1812	10121811	ClOfih_1403	swimming
student1813	10121812	ClOfih_1403	swimming
student1814	10121813	ClOfih_1403	basketball
student1815	10121814	ClOfih_1403	football
student1816	10121815	ClOfih_1403	volleyball
student1817	10121816	ClOfih_1403	volleyball
student1818	10121817	ClOfih_1403	table tennis
student1819	10121818	ClOfih_1403	badminton
student1820	10121819	ClOfih_1403	badminton
student1821	10121820	ClOfih_1403	basketball
student1822	10121821	ClOfih_1403	football
student1823	10121822	ClOfih_1403	basketball
student1824	10121823	ClOfih_1403	football
student1825	10121824	ClOfih_1403	table tennis
student1826	10121825	ClOfih_1404	swimming
student1827	10121826	ClOfih_1404	swimming
student1828	10121827	ClOfih_1404	swimming
student1829	10121828	ClOfih_1404	football
student1830	10121829	ClOfih_1404	table tennis
student1831	10121830	ClOfih_1404	badminton
student1832	10121831	ClOfih_1404	volleyball
student1833	10121832	ClOfih_1404	badminton
student1834	10121833	ClOfih_1404	volleyball
student1835	10121834	ClOfih_1404	tennis
student1836	10121835	ClOfih_1404	volleyball
student1837	10121836	ClOfih_1404	swimming
student1838	10121837	ClOfih_1404	football
student1839	10121838	ClOfih_1404	football
student1840	10121839	ClOfih_1404	table tennis
student1841	10121840	ClOfih_1404	badminton
student1842	10121841	ClOfih_1404	volleyball
student1843	10121842	ClOfih_1404	tennis
student1844	10121843	ClOfih_1404	volleyball
student1845	10121844	ClOfih_1404	volleyball
student1846	10121845	ClOfih_1404	tennis
student1847	10121846	ClOfih_1404	volleyball
student1848	10121847	ClOfih_1404	basketball
student1849	10121848	ClOfih_1404	taekwondo
student1850	10121849	ClOfih_1404	taekwondo
student1851	10121850	ClOfih_1404	table tennis
student1852	10121851	ClOfih_1404	badminton
student1853	10121852	ClOfih_1404	tennis
student1854	10121853	ClOfih_1404	swimming
student1855	10121854	ClOfih_1404	volleyball
student1856	10121855	ClOfih_1404	football
student1857	10121856	ClOfih_1404	table tennis
student1858	10121857	ClOfih_1404	badminton
student1859	10121858	ClOfih_1404	swimming
student1860	10121859	ClOfih_1404	tennis
student1861	10121860	ClOfih_1404	volleyball
student1862	10121861	ClOfih_1404	badminton
student1863	10121862	ClOfih_1404	basketball
student1864	10121863	ClOfih_1404	tennis
student1865	10121864	ClOfih_1404	tennis
student1866	10121865	ClOfih_1404	badminton
student1867	10121866	ClOfih_1404	swimming
student1868	10121867	ClOfih_1404	table tennis
student1869	10121868	ClOfih_1404	badminton
student1870	10121869	ClOfih_1404	volleyball
student1871	10121870	ClOfih_1404	tennis
student1872	10121871	ClOfih_1404	badminton
student1873	10121872	ClOfih_1404	basketball
student1874	10121873	ClOfih_1404	table tennis
student1875	10121874	ClOfih_1404	table tennis
student1876	10121875	ClOfih_1404	table tennis
student1877	10121876	ClOfih_1404	table tennis
student1878	10121877	ClOfih_1404	taekwondo
student1879	10121878	ClOfih_1404	taekwondo
student1880	10121879	ClOfih_1404	football
student1881	10121880	ClOfih_1404	football
student1882	10121881	ClOfih_1404	gymnastics
student1883	10121882	ClOfih_1404	swimming
student1884	10121883	ClOfih_1404	swimming
student1885	10121884	ClOfih_1404	table tennis
student1886	10121885	ClOfih_1404	taekwondo
student1887	10121886	ClOfih_1404	taekwondo
student1888	10121887	ClOfih_1404	gymnastics
student1889	10121888	ClOfih_1404	gymnastics
student1890	10121889	ClOfih_1404	badminton
student1891	10121890	ClOfih_1404	taekwondo
student1892	10121891	ClOfih_1405	gymnastics
student1893	10121892	ClOfih_1405	table tennis
student1894	10121893	ClOfih_1405	taekwondo
student1895	10121894	ClOfih_1405	taekwondo
student1896	10121895	ClOfih_1405	football
student1897	10121896	ClOfih_1405	football
student1898	10121897	ClOfih_1405	gymnastics
student1899	10121898	ClOfih_1405	swimming
student1900	10121899	ClOfih_1405	swimming
student1901	10121900	ClOfih_1405	table tennis
student1902	10121901	ClOfih_1405	taekwondo
student1903	10121902	ClOfih_1405	taekwondo
student1904	10121903	ClOfih_1405	gymnastics
student1905	10121904	ClOfih_1405	gymnastics
student1906	10121905	ClOfih_1405	basketball
student1907	10121906	ClOfih_1405	basketball
student1908	10121907	ClOfih_1405	basketball
student1909	10121908	ClOfih_1405	gymnastics
student1910	10121909	ClOfih_1405	gymnastics
student1911	10121910	ClOfih_1405	basketball
student1912	10121911	ClOfih_1405	tennis
student1913	10121912	ClOfih_1405	gymnastics
student1914	10121913	ClOfih_1405	basketball
student1915	10121914	ClOfih_1405	gymnastics
student1916	10121915	ClOfih_1405	tennis
student1917	10121916	ClOfih_1405	basketball
student1918	10121917	ClOfih_1405	tennis
student1919	10121918	ClOfih_1405	badminton
student1920	10121919	ClOfih_1405	basketball
student1921	10121920	ClOfih_1405	football
student1922	10121921	ClOfih_1405	basketball
student1923	10121922	ClOfih_1405	football
student1924	10121923	ClOfih_1405	table tennis
student1925	10121924	ClOfih_1405	swimming
student1926	10121925	ClOfih_1405	swimming
student1927	10121926	ClOfih_1405	swimming
student1928	10121927	ClOfih_1405	football
student1929	10121928	ClOfih_1405	table tennis
student1930	10121929	ClOfih_1405	badminton
student1931	10121930	ClOfih_1405	volleyball
student1932	10121931	ClOfih_1405	badminton
student1933	10121932	ClOfih_1405	volleyball
student1934	10121933	ClOfih_1405	tennis
student1935	10121934	ClOfih_1405	volleyball
student1936	10121935	ClOfih_1405	swimming
student1937	10121936	ClOfih_1405	football
student1938	10121937	ClOfih_1405	football
student1939	10121938	ClOfih_1405	table tennis
student1940	10121939	ClOfih_1405	badminton
student1941	10121940	ClOfih_1405	volleyball
student1942	10121941	ClOfih_1405	tennis
student1943	10121942	ClOfih_1405	volleyball
student1944	10121943	ClOfih_1405	volleyball
student1945	10121944	ClOfih_1405	tennis
student1946	10121945	ClOfih_1405	volleyball
student1947	10121946	ClOfih_1405	basketball
student1948	10121947	ClOfih_1405	taekwondo
student1949	10121948	ClOfih_1406	taekwondo
student1950	10121949	ClOfih_1406	table tennis
student1951	10121950	ClOfih_1406	badminton
student1952	10121951	ClOfih_1406	tennis
student1953	10121952	ClOfih_1406	swimming
student1954	10121953	ClOfih_1406	volleyball
student1955	10121954	ClOfih_1406	football
student1956	10121955	ClOfih_1406	table tennis
student1957	10121956	ClOfih_1406	badminton
student1958	10121957	ClOfih_1406	swimming
student1959	10121958	ClOfih_1406	tennis
student1960	10121959	ClOfih_1406	volleyball
student1961	10121960	ClOfih_1406	badminton
student1962	10121961	ClOfih_1406	basketball
student1963	10121962	ClOfih_1406	tennis
student1964	10121963	ClOfih_1406	tennis
student1965	10121964	ClOfih_1406	badminton
student1966	10121965	ClOfih_1406	swimming
student1967	10121966	ClOfih_1406	table tennis
student1968	10121967	ClOfih_1406	badminton
student1969	10121968	ClOfih_1406	volleyball
student1970	10121969	ClOfih_1406	tennis
student1971	10121970	ClOfih_1406	badminton
student1972	10121971	ClOfih_1406	basketball
student1973	10121972	ClOfih_1406	table tennis
student1974	10121973	ClOfih_1406	table tennis
student1975	10121974	ClOfih_1406	table tennis
student1976	10121975	ClOfih_1406	table tennis
student1977	10121976	ClOfih_1406	taekwondo
student1978	10121977	ClOfih_1406	taekwondo
student1979	10121978	ClOfih_1406	football
student1980	10121979	ClOfih_1406	football
student1981	10121980	ClOfih_1406	gymnastics
student1982	10121981	ClOfih_1406	swimming
student1983	10121982	ClOfih_1406	swimming
student1984	10121983	ClOfih_1406	table tennis
student1985	10121984	ClOfih_1406	taekwondo
student1986	10121985	ClOfih_1407	taekwondo
student1987	10121986	ClOfih_1407	gymnastics
student1988	10121987	ClOfih_1407	gymnastics
student1989	10121988	ClOfih_1407	badminton
student1990	10121989	ClOfih_1407	taekwondo
student1991	10121990	ClOfih_1407	gymnastics
student1992	10121991	ClOfih_1407	table tennis
student1993	10121992	ClOfih_1407	taekwondo
student1994	10121993	ClOfih_1407	taekwondo
student1995	10121994	ClOfih_1407	football
student1996	10121995	ClOfih_1407	football
student1997	10121996	ClOfih_1407	gymnastics
student1998	10121997	ClOfih_1407	swimming
student1999	10121998	ClOfih_1407	swimming
student2000	10121999	ClOfih_1407	table tennis
student2001	10122000	ClOfih_1407	taekwondo
student2002	10122001	ClOfih_1407	taekwondo
student2003	10122002	ClOfih_1407	gymnastics
student2004	10122003	ClOfih_1407	gymnastics
student2005	10122004	ClOfih_1407	basketball
student2006	10122005	ClOfih_1407	basketball
student2007	10122006	ClOfih_1407	basketball
student2008	10122007	ClOfih_1407	gymnastics
student2009	10122008	ClOfih_1407	gymnastics
student2010	10122009	ClOfih_1407	basketball
student2011	10122010	ClOfih_1407	tennis
student2012	10122011	ClOfih_1407	gymnastics
student2013	10122012	ClOfih_1407	basketball
student2014	10122013	ClOfih_1407	gymnastics
student2015	10122014	ClOfih_1407	tennis
student2016	10122015	ClOfih_1407	basketball
student2017	10122016	ClOfih_1407	tennis
student2018	10122017	ClOfih_1407	badminton
student2019	10122018	ClOfih_1407	basketball
student2020	10122019	ClOfih_1407	football
student2021	10122020	ClOfih_1407	basketball
student2022	10122021	ClOfih_1407	football
student2023	10122022	ClOfih_1407	table tennis
student2024	10122023	ClOfih_1407	swimming
student2025	10122024	ClOfih_1407	swimming
student2026	10122025	ClOfih_1407	swimming
student2027	10122026	ClOfih_1407	football
student2028	10122027	ClOfih_1407	table tennis
student2029	10122028	ClOfih_1407	badminton
student2030	10122029	ClOfih_1407	volleyball
student2031	10122030	ClOfih_1407	badminton
student2032	10122031	ClOfih_1407	volleyball
student2033	10122032	ClOfih_1407	tennis
student2034	10122033	ClOfih_1407	volleyball
student2035	10122034	ClOfih_1407	swimming
student2036	10122035	ClOfih_1407	football
student2037	10122036	ClOfih_1407	football
student2038	10122037	ClOfih_1407	table tennis
student2039	10122038	ClOfih_1407	badminton
student2040	10122039	ClOfih_1407	volleyball
student2041	10122040	ClOfih_1407	tennis
student2042	10122041	ClOfih_1407	volleyball
student2043	10122042	ClOfih_1407	volleyball
student2044	10122043	ClOfih_1407	tennis
student2045	10122044	ClOfih_1407	volleyball
student2046	10122045	ClOfih_1407	basketball
student2047	10122046	ClOfih_1407	taekwondo
student2048	10122047	ClOfih_1407	taekwondo
student2049	10122048	ClOfih_1407	table tennis
