stname	stID	class	opt_cour	score
student1260	10121259	IntOfTh_1401	tennis	86.5
student1261	10121260	IntOfTh_1401	badminton	96.2
student1262	10121261	IntOfTh_1401	basketball	94.7
student1263	10121262	IntOfTh_1401	table tennis	84.9
student1264	10121263	IntOfTh_1401	table tennis	81.6
student1265	10121264	IntOfTh_1401	table tennis	81.1
student1266	10121265	IntOfTh_1401	table tennis	78.4
student1267	10121266	IntOfTh_1401	taekwondo	73.5
student1268	10121267	IntOfTh_1401	taekwondo	95.2
student1269	10121268	IntOfTh_1401	football	88.6
student1270	10121269	IntOfTh_1401	football	88.6
student1271	10121270	IntOfTh_1401	gymnastics	87.6
student1272	10121271	IntOfTh_1401	swimming	88.6
student1273	10121272	IntOfTh_1401	swimming	86
student1274	10121273	IntOfTh_1401	table tennis	89.3
student1275	10121274	IntOfTh_1401	taekwondo	88
student1276	10121275	IntOfTh_1401	taekwondo	86.3
student1277	10121276	IntOfTh_1401	gymnastics	74.7
student1278	10121277	IntOfTh_1401	gymnastics	78.8
student1279	10121278	IntOfTh_1401	badminton	81.4
student1280	10121279	IntOfTh_1401	taekwondo	83.2
student1281	10121280	IntOfTh_1401	gymnastics	82.7
student1282	10121281	IntOfTh_1401	table tennis	71.4
student1283	10121282	IntOfTh_1401	taekwondo	74.8
student1284	10121283	IntOfTh_1401	taekwondo	84.3
student1285	10121284	IntOfTh_1401	football	84.8
student1286	10121285	IntOfTh_1402	football	85.6
student1287	10121286	IntOfTh_1402	gymnastics	85.4
student1288	10121287	IntOfTh_1402	swimming	76.3
student1289	10121288	IntOfTh_1402	swimming	68.1
student1290	10121289	IntOfTh_1402	table tennis	77.5
student1291	10121290	IntOfTh_1402	taekwondo	76.9
student1292	10121291	IntOfTh_1402	taekwondo	76.8
student1293	10121292	IntOfTh_1402	gymnastics	73.1
student1294	10121293	IntOfTh_1402	gymnastics	86.2
student1295	10121294	IntOfTh_1402	basketball	76.4
student1296	10121295	IntOfTh_1402	basketball	78.1
student1297	10121296	IntOfTh_1402	basketball	81.3
student1298	10121297	IntOfTh_1402	gymnastics	81
student1299	10121298	IntOfTh_1402	gymnastics	77.1
student1300	10121299	IntOfTh_1402	basketball	91.9
student1301	10121300	IntOfTh_1402	tennis	66.9
student1302	10121301	IntOfTh_1402	gymnastics	60.6
student1303	10121302	IntOfTh_1402	basketball	76.1
student1304	10121303	IntOfTh_1402	gymnastics	85.9
student1305	10121304	IntOfTh_1402	tennis	79.5
student1306	10121305	IntOfTh_1402	basketball	78.5
student1307	10121306	IntOfTh_1402	tennis	71
student1308	10121307	IntOfTh_1402	badminton	62.4
student1309	10121308	IntOfTh_1402	basketball	90.3
student1310	10121309	IntOfTh_1402	football	81
student1311	10121310	IntOfTh_1402	basketball	63
student1312	10121311	IntOfTh_1402	football	64.4
student1313	10121312	IntOfTh_1402	table tennis	79.2
student1314	10121313	IntOfTh_1402	swimming	83.8
student1315	10121314	IntOfTh_1402	swimming	90.8
student1316	10121315	IntOfTh_1402	swimming	83.8
student1317	10121316	IntOfTh_1402	football	82.5
student1318	10121317	IntOfTh_1402	table tennis	82.1
student1319	10121318	IntOfTh_1402	badminton	80.1
student1320	10121319	IntOfTh_1402	volleyball	72.5
student1321	10121320	IntOfTh_1402	badminton	83.9
student1322	10121321	IntOfTh_1402	volleyball	75.6
student1323	10121322	IntOfTh_1402	tennis	90.8
student1324	10121323	IntOfTh_1402	volleyball	84.1
student1325	10121324	IntOfTh_1402	swimming	97.2
student1326	10121325	IntOfTh_1402	football	79.7
student1327	10121326	IntOfTh_1402	football	98.6
student1328	10121327	IntOfTh_1402	table tennis	64.4
student1329	10121328	IntOfTh_1402	badminton	88.7
student1330	10121329	IntOfTh_1402	volleyball	81.6
student1331	10121330	IntOfTh_1402	tennis	72.6
student1332	10121331	IntOfTh_1402	volleyball	78.2
student1333	10121332	IntOfTh_1402	volleyball	80.9
student1334	10121333	IntOfTh_1402	tennis	80
student1335	10121334	IntOfTh_1402	volleyball	80.1
student1336	10121335	IntOfTh_1402	basketball	69.4
student1337	10121336	IntOfTh_1402	taekwondo	70.8
student1338	10121337	IntOfTh_1402	taekwondo	75.4
student1339	10121338	IntOfTh_1402	table tennis	86
student1340	10121339	IntOfTh_1402	badminton	79.5
student1341	10121340	IntOfTh_1402	tennis	83.9
student1342	10121341	IntOfTh_1402	swimming	80
student1343	10121342	IntOfTh_1402	volleyball	95.2
student1344	10121343	IntOfTh_1402	football	78.3
student1345	10121344	IntOfTh_1402	table tennis	72
student1346	10121345	IntOfTh_1403	badminton	83
student1347	10121346	IntOfTh_1403	swimming	84.2
student1348	10121347	IntOfTh_1403	tennis	78.2
student1349	10121348	IntOfTh_1403	volleyball	82.6
student1350	10121349	IntOfTh_1403	badminton	81.1
student1351	10121350	IntOfTh_1403	basketball	82.3
student1352	10121351	IntOfTh_1403	tennis	72.3
student1353	10121352	IntOfTh_1403	tennis	70.9
student1354	10121353	IntOfTh_1403	badminton	91.5
student1355	10121354	IntOfTh_1403	swimming	82.7
student1356	10121355	IntOfTh_1403	table tennis	85.3
student1357	10121356	IntOfTh_1403	badminton	78.8
student1358	10121357	IntOfTh_1403	volleyball	88.6
student1359	10121358	IntOfTh_1403	tennis	85.7
student1360	10121359	IntOfTh_1403	badminton	78.1
student1361	10121360	IntOfTh_1403	basketball	80.8
student1362	10121361	IntOfTh_1403	table tennis	71.2
student1363	10121362	IntOfTh_1403	table tennis	80.9
student1364	10121363	IntOfTh_1403	table tennis	56.5
student1365	10121364	IntOfTh_1403	table tennis	79.9
student1366	10121365	IntOfTh_1403	taekwondo	78
student1367	10121366	IntOfTh_1403	taekwondo	73.6
student1368	10121367	IntOfTh_1403	football	69.5
student1369	10121368	IntOfTh_1403	football	74.9
student1370	10121369	IntOfTh_1403	gymnastics	74.6
student1371	10121370	IntOfTh_1403	swimming	80.9
student1372	10121371	IntOfTh_1403	swimming	84.7
student1373	10121372	IntOfTh_1403	table tennis	86.8
student1374	10121373	IntOfTh_1403	taekwondo	88.8
student1375	10121374	IntOfTh_1403	taekwondo	81.1
student1376	10121375	IntOfTh_1403	gymnastics	76.8
student1377	10121376	IntOfTh_1403	gymnastics	86.6
student1378	10121377	IntOfTh_1403	badminton	83.2
student1379	10121378	IntOfTh_1403	taekwondo	82.3
student1380	10121379	IntOfTh_1403	gymnastics	88.1
student1381	10121380	IntOfTh_1403	table tennis	88.7
student1382	10121381	IntOfTh_1403	taekwondo	74.1
student1383	10121382	IntOfTh_1403	taekwondo	89.1
student1384	10121383	IntOfTh_1403	football	79
student1385	10121384	IntOfTh_1403	football	94.7
student1386	10121385	IntOfTh_1403	gymnastics	70.8
student1387	10121386	IntOfTh_1403	swimming	78.9
student1388	10121387	IntOfTh_1403	swimming	79.9
student1389	10121388	IntOfTh_1403	table tennis	83.4
student1390	10121389	IntOfTh_1403	taekwondo	75.9
student1391	10121390	IntOfTh_1403	taekwondo	78.3
student1392	10121391	IntOfTh_1403	gymnastics	73.1
student1393	10121392	IntOfTh_1403	gymnastics	73.4
student1394	10121393	IntOfTh_1403	basketball	84.2
student1395	10121394	IntOfTh_1403	basketball	79.9
student1396	10121395	IntOfTh_1403	basketball	78.4
student1397	10121396	IntOfTh_1403	gymnastics	70.5
student1398	10121397	IntOfTh_1403	gymnastics	62.5
student1399	10121398	IntOfTh_1403	basketball	83.5
student1400	10121399	IntOfTh_1403	tennis	74.5
student1401	10121400	IntOfTh_1404	gymnastics	92.9
student1402	10121401	IntOfTh_1404	basketball	77.3
student1403	10121402	IntOfTh_1404	gymnastics	78.4
student1404	10121403	IntOfTh_1404	tennis	61.5
student1405	10121404	IntOfTh_1404	basketball	99.3
student1406	10121405	IntOfTh_1404	tennis	77.2
student1407	10121406	IntOfTh_1404	badminton	71.1
student1408	10121407	IntOfTh_1404	basketball	69.4
student1409	10121408	IntOfTh_1404	football	88.5
student1410	10121409	IntOfTh_1404	basketball	72
student1411	10121410	IntOfTh_1404	football	73.1
student1412	10121411	IntOfTh_1404	table tennis	54.6
student1413	10121412	IntOfTh_1404	swimming	71.8
student1414	10121413	IntOfTh_1404	swimming	80.5
student1415	10121414	IntOfTh_1404	swimming	80.2
student1416	10121415	IntOfTh_1404	football	81.3
student1417	10121416	IntOfTh_1404	table tennis	71.3
student1418	10121417	IntOfTh_1404	badminton	86.8
student1419	10121418	IntOfTh_1404	volleyball	80.1
student1420	10121419	IntOfTh_1404	badminton	71.6
student1421	10121420	IntOfTh_1404	volleyball	92.5
student1422	10121421	IntOfTh_1404	tennis	74.8
student1423	10121422	IntOfTh_1404	volleyball	97.7
student1424	10121423	IntOfTh_1404	swimming	75.3
student1425	10121424	IntOfTh_1404	football	86.5
student1426	10121425	IntOfTh_1404	football	78.8
student1427	10121426	IntOfTh_1404	table tennis	92.8
student1428	10121427	IntOfTh_1404	badminton	85.4
student1429	10121428	IntOfTh_1404	volleyball	85.2
student1430	10121429	IntOfTh_1404	tennis	88.4
student1431	10121430	IntOfTh_1404	volleyball	60.1
student1432	10121431	IntOfTh_1404	volleyball	80.5
student1433	10121432	IntOfTh_1404	tennis	82.3
student1434	10121433	IntOfTh_1404	volleyball	88.9
student1435	10121434	IntOfTh_1404	basketball	79.9
student1436	10121435	IntOfTh_1404	taekwondo	91.1
student1437	10121436	IntOfTh_1404	taekwondo	79.9
student1438	10121437	IntOfTh_1404	table tennis	78.2
student1439	10121438	IntOfTh_1404	badminton	84.7
student1440	10121439	IntOfTh_1404	tennis	74.5
student1441	10121440	IntOfTh_1404	swimming	66.3
student1442	10121441	IntOfTh_1404	volleyball	71.3
student1443	10121442	IntOfTh_1404	football	82.6
student1444	10121443	IntOfTh_1404	table tennis	81.1
student1445	10121444	IntOfTh_1404	badminton	74.3
student1446	10121445	IntOfTh_1404	swimming	74.6
student1447	10121446	IntOfTh_1404	tennis	77.4
student1448	10121447	IntOfTh_1404	volleyball	80.2
student1449	10121448	IntOfTh_1404	badminton	81.4
student1450	10121449	IntOfTh_1404	basketball	81.6
student1451	10121450	IntOfTh_1404	tennis	84.3
student1452	10121451	IntOfTh_1404	tennis	77.5
student1453	10121452	IntOfTh_1404	badminton	74.5
student1454	10121453	IntOfTh_1404	swimming	84.4
student1455	10121454	IntOfTh_1404	table tennis	85.1
student1456	10121455	IntOfTh_1404	badminton	71.6
student1457	10121456	IntOfTh_1404	volleyball	88.7
student1458	10121457	IntOfTh_1404	tennis	79.8
student1459	10121458	IntOfTh_1404	badminton	82.8
student1460	10121459	IntOfTh_1404	basketball	79.4
student1461	10121460	IntOfTh_1404	table tennis	86.1
student1462	10121461	IntOfTh_1404	table tennis	72.9
student1463	10121462	IntOfTh_1405	table tennis	71
student1464	10121463	IntOfTh_1405	table tennis	83
student1465	10121464	IntOfTh_1405	taekwondo	88.3
student1466	10121465	IntOfTh_1405	taekwondo	77.6
student1467	10121466	IntOfTh_1405	football	79
student1468	10121467	IntOfTh_1405	football	82.6
student1469	10121468	IntOfTh_1405	gymnastics	77.4
student1470	10121469	IntOfTh_1405	swimming	85.4
student1471	10121470	IntOfTh_1405	swimming	72.4
student1472	10121471	IntOfTh_1405	table tennis	90
student1473	10121472	IntOfTh_1405	taekwondo	68.7
student1474	10121473	IntOfTh_1405	taekwondo	83
student1475	10121474	IntOfTh_1405	gymnastics	97.1
student1476	10121475	IntOfTh_1405	gymnastics	76.3
student1477	10121476	IntOfTh_1405	badminton	71.3
student1478	10121477	IntOfTh_1405	taekwondo	80.2
student1479	10121478	IntOfTh_1405	gymnastics	73.4
student1480	10121479	IntOfTh_1405	table tennis	80.6
student1481	10121480	IntOfTh_1405	taekwondo	76
student1482	10121481	IntOfTh_1405	taekwondo	86.4
student1483	10121482	IntOfTh_1405	football	73.1
student1484	10121483	IntOfTh_1405	football	81.9
student1485	10121484	IntOfTh_1405	gymnastics	85
student1486	10121485	IntOfTh_1405	swimming	77.5
student1487	10121486	IntOfTh_1405	swimming	69.1
student1488	10121487	IntOfTh_1405	table tennis	95.6
student1489	10121488	IntOfTh_1405	taekwondo	67.1
student1490	10121489	IntOfTh_1405	taekwondo	85.8
student1491	10121490	IntOfTh_1405	gymnastics	82.6
student1492	10121491	IntOfTh_1405	gymnastics	91.5
student1493	10121492	IntOfTh_1405	basketball	89.8
student1494	10121493	IntOfTh_1405	basketball	75.4
student1495	10121494	IntOfTh_1405	basketball	70.2
student1496	10121495	IntOfTh_1405	gymnastics	87.9
student1497	10121496	IntOfTh_1405	gymnastics	82
student1498	10121497	IntOfTh_1405	basketball	66.5
student1499	10121498	IntOfTh_1405	tennis	88.2
student1500	10121499	IntOfTh_1405	gymnastics	87.6
student1501	10121500	IntOfTh_1405	basketball	77.6
student1502	10121501	IntOfTh_1405	gymnastics	89.3
student1503	10121502	IntOfTh_1405	tennis	93
student1504	10121503	IntOfTh_1405	basketball	71.8
student1505	10121504	IntOfTh_1405	tennis	84.7
student1506	10121505	IntOfTh_1405	badminton	70.7
student1507	10121506	IntOfTh_1406	basketball	84.8
student1508	10121507	IntOfTh_1406	football	71.6
student1509	10121508	IntOfTh_1406	basketball	92
student1510	10121509	IntOfTh_1406	football	82.1
student1511	10121510	IntOfTh_1406	table tennis	79.6
student1512	10121511	IntOfTh_1406	swimming	79.3
student1513	10121512	IntOfTh_1406	swimming	88.9
student1514	10121513	IntOfTh_1406	swimming	85.4
student1515	10121514	IntOfTh_1406	football	80.3
student1516	10121515	IntOfTh_1406	table tennis	71.9
student1517	10121516	IntOfTh_1406	badminton	86.4
student1518	10121517	IntOfTh_1406	volleyball	75.2
student1519	10121518	IntOfTh_1406	badminton	73.3
student1520	10121519	IntOfTh_1406	volleyball	79.7
student1521	10121520	IntOfTh_1406	tennis	78.8
student1522	10121521	IntOfTh_1406	volleyball	83.1
student1523	10121522	IntOfTh_1406	swimming	89.9
student1524	10121523	IntOfTh_1406	football	71.3
student1525	10121524	IntOfTh_1406	football	76.4
student1526	10121525	IntOfTh_1406	table tennis	85
student1527	10121526	IntOfTh_1406	badminton	73.5
student1528	10121527	IntOfTh_1406	volleyball	86.6
student1529	10121528	IntOfTh_1406	tennis	81.8
student1530	10121529	IntOfTh_1406	volleyball	75.1
student1531	10121530	IntOfTh_1406	volleyball	84.4
student1532	10121531	IntOfTh_1406	tennis	85.2
student1533	10121532	IntOfTh_1406	volleyball	70.7
student1534	10121533	IntOfTh_1406	basketball	73.6
student1535	10121534	IntOfTh_1406	taekwondo	93.5
student1536	10121535	IntOfTh_1406	taekwondo	70.8
student1537	10121536	IntOfTh_1406	table tennis	75.2
student1538	10121537	IntOfTh_1406	badminton	65.4
student1539	10121538	IntOfTh_1406	tennis	83.8
student1540	10121539	IntOfTh_1406	swimming	77.3
student1541	10121540	IntOfTh_1406	volleyball	77.7
student1542	10121541	IntOfTh_1406	football	72.5
student1543	10121542	IntOfTh_1406	table tennis	98.3
student1544	10121543	IntOfTh_1406	badminton	69.3
student1545	10121544	IntOfTh_1406	swimming	86.2
student1546	10121545	IntOfTh_1406	tennis	70.7
student1547	10121546	IntOfTh_1406	volleyball	92.2
student1548	10121547	IntOfTh_1406	badminton	75.6
student1549	10121548	IntOfTh_1406	basketball	90.5
student1550	10121549	IntOfTh_1406	tennis	80.8
student1551	10121550	IntOfTh_1406	tennis	94.6
student1552	10121551	IntOfTh_1406	badminton	86.9
student1553	10121552	IntOfTh_1406	swimming	74.5
student1554	10121553	IntOfTh_1406	table tennis	80.3
student1555	10121554	IntOfTh_1406	badminton	70.5
student1556	10121555	IntOfTh_1407	volleyball	78.8
student1557	10121556	IntOfTh_1407	tennis	95.8
student1558	10121557	IntOfTh_1407	badminton	76.1
student1559	10121558	IntOfTh_1407	basketball	93.8
student1560	10121559	IntOfTh_1407	table tennis	70.9
student1561	10121560	IntOfTh_1407	table tennis	82.5
student1562	10121561	IntOfTh_1407	table tennis	88.7
student1563	10121562	IntOfTh_1407	table tennis	80.6
student1564	10121563	IntOfTh_1407	taekwondo	84.8
student1565	10121564	IntOfTh_1407	taekwondo	84.9
student1566	10121565	IntOfTh_1407	football	73.8
student1567	10121566	IntOfTh_1407	football	80
student1568	10121567	IntOfTh_1407	gymnastics	84.9
student1569	10121568	IntOfTh_1407	swimming	77.5
student1570	10121569	IntOfTh_1407	swimming	81.6
student1571	10121570	IntOfTh_1407	table tennis	81.2
student1572	10121571	IntOfTh_1407	taekwondo	90.7
student1573	10121572	IntOfTh_1407	taekwondo	82.5
student1574	10121573	IntOfTh_1407	gymnastics	77.3
student1575	10121574	IntOfTh_1407	gymnastics	93.3
student1576	10121575	IntOfTh_1407	badminton	76.8
student1577	10121576	IntOfTh_1407	taekwondo	79.1
student1578	10121577	IntOfTh_1407	gymnastics	86.6
student1579	10121578	IntOfTh_1407	table tennis	77.7
student1580	10121579	IntOfTh_1407	taekwondo	70.4
student1581	10121580	IntOfTh_1407	taekwondo	82.5
student1582	10121581	IntOfTh_1407	football	72.6
student1583	10121582	IntOfTh_1407	football	87.7
student1584	10121583	IntOfTh_1407	gymnastics	79.5
student1585	10121584	IntOfTh_1407	swimming	71.3
student1586	10121585	IntOfTh_1407	swimming	72.6
student1587	10121586	IntOfTh_1407	table tennis	76.4
student1588	10121587	IntOfTh_1407	taekwondo	74.1
student1589	10121588	IntOfTh_1407	taekwondo	99.3
student1590	10121589	IntOfTh_1407	gymnastics	72
student1591	10121590	IntOfTh_1407	gymnastics	87.2
student1592	10121591	IntOfTh_1407	basketball	76.1
student1593	10121592	IntOfTh_1407	basketball	78.5
student1594	10121593	IntOfTh_1407	basketball	80.5
student1595	10121594	IntOfTh_1407	gymnastics	83.4
student1596	10121595	IntOfTh_1407	gymnastics	92.9
student1597	10121596	IntOfTh_1407	basketball	84.7
student1598	10121597	IntOfTh_1407	tennis	82.3
student1599	10121598	IntOfTh_1407	gymnastics	80.7
student1600	10121599	IntOfTh_1407	basketball	83.9
student1601	10121600	IntOfTh_1407	gymnastics	71.5
student1602	10121601	IntOfTh_1407	tennis	84
student1603	10121602	IntOfTh_1408	basketball	81.3
student1604	10121603	IntOfTh_1408	tennis	97.2
student1605	10121604	IntOfTh_1408	badminton	86.6
student1606	10121605	IntOfTh_1408	basketball	82.4
student1607	10121606	IntOfTh_1408	football	74.6
student1608	10121607	IntOfTh_1408	basketball	77.7
student1609	10121608	IntOfTh_1408	football	81.1
student1610	10121609	IntOfTh_1408	table tennis	80.7
student1611	10121610	IntOfTh_1408	swimming	77.4
student1612	10121611	IntOfTh_1408	swimming	85.1
student1613	10121612	IntOfTh_1408	swimming	86.3
student1614	10121613	IntOfTh_1408	football	53.3
student1615	10121614	IntOfTh_1408	table tennis	85.5
student1616	10121615	IntOfTh_1408	badminton	72.4
student1617	10121616	IntOfTh_1408	volleyball	82
student1618	10121617	IntOfTh_1408	badminton	75.6
student1619	10121618	IntOfTh_1408	volleyball	81.3
student1620	10121619	IntOfTh_1408	tennis	70.6
student1621	10121620	IntOfTh_1408	volleyball	82.7
student1622	10121621	IntOfTh_1408	swimming	98.6
student1623	10121622	IntOfTh_1408	football	70.6
student1624	10121623	IntOfTh_1408	football	71.4
student1625	10121624	IntOfTh_1408	table tennis	79
student1626	10121625	IntOfTh_1408	badminton	78.5
student1627	10121626	IntOfTh_1408	volleyball	88.1
student1628	10121627	IntOfTh_1408	tennis	87.4
student1629	10121628	IntOfTh_1408	volleyball	95.4
student1630	10121629	IntOfTh_1408	volleyball	75.5
student1631	10121630	IntOfTh_1408	tennis	87.3
student1632	10121631	IntOfTh_1408	volleyball	63.3
student1633	10121632	IntOfTh_1408	basketball	89.3
student1634	10121633	IntOfTh_1408	taekwondo	74
student1635	10121634	IntOfTh_1408	taekwondo	75.8
student1636	10121635	IntOfTh_1408	table tennis	91.7
student1637	10121636	IntOfTh_1408	badminton	72.2
student1638	10121637	IntOfTh_1408	tennis	75.4
student1639	10121638	IntOfTh_1408	swimming	61.3
student1640	10121639	IntOfTh_1408	volleyball	62.1
student1641	10121640	IntOfTh_1408	football	97
student1642	10121641	IntOfTh_1408	table tennis	85.6
student1643	10121642	IntOfTh_1408	badminton	82.4
student1644	10121643	IntOfTh_1408	swimming	71.6
student1645	10121644	IntOfTh_1408	tennis	89.5
student1646	10121645	IntOfTh_1408	volleyball	94.9
student1647	10121646	IntOfTh_1408	badminton	84.4
student1648	10121647	IntOfTh_1408	basketball	73.6
student1649	10121648	IntOfTh_1408	tennis	86.8
student1650	10121649	IntOfTh_1408	tennis	74.5
student1651	10121650	IntOfTh_1408	badminton	61.7
student1652	10121651	IntOfTh_1408	swimming	74.3
student1653	10121652	IntOfTh_1408	table tennis	84.3
student1654	10121653	IntOfTh_1408	badminton	74.3
student1655	10121654	IntOfTh_1408	volleyball	86.4
student1656	10121655	IntOfTh_1408	tennis	79.7
student1657	10121656	IntOfTh_1408	badminton	72.1
student1658	10121657	IntOfTh_1408	basketball	75.2
student1659	10121658	IntOfTh_1409	table tennis	87.2
student1660	10121659	IntOfTh_1409	table tennis	87
student1661	10121660	IntOfTh_1409	table tennis	73.6
student1662	10121661	IntOfTh_1409	table tennis	83.3
student1663	10121662	IntOfTh_1409	taekwondo	78.2
student1664	10121663	IntOfTh_1409	taekwondo	60.3
student1665	10121664	IntOfTh_1409	football	61.6
student1666	10121665	IntOfTh_1409	football	63.4
student1667	10121666	IntOfTh_1409	gymnastics	79
student1668	10121667	IntOfTh_1409	swimming	72.7
student1669	10121668	IntOfTh_1409	swimming	73.6
student1670	10121669	IntOfTh_1409	table tennis	87.9
student1671	10121670	IntOfTh_1409	taekwondo	89
student1672	10121671	IntOfTh_1409	taekwondo	82.7
student1673	10121672	IntOfTh_1409	gymnastics	61.2
student1674	10121673	IntOfTh_1409	gymnastics	76.7
student1675	10121674	IntOfTh_1409	badminton	86.2
student1676	10121675	IntOfTh_1409	taekwondo	84.5
student1677	10121676	IntOfTh_1409	gymnastics	92.4
student1678	10121677	IntOfTh_1409	table tennis	75.8
student1679	10121678	IntOfTh_1409	taekwondo	71.1
student1680	10121679	IntOfTh_1409	taekwondo	64.2
student1681	10121680	IntOfTh_1409	football	88.4
student1682	10121681	IntOfTh_1409	football	69.7
student1683	10121682	IntOfTh_1409	gymnastics	94.3
student1684	10121683	IntOfTh_1409	swimming	60.4
student1685	10121684	IntOfTh_1409	swimming	80.3
student1686	10121685	IntOfTh_1409	table tennis	78.7
student1687	10121686	IntOfTh_1409	taekwondo	77.1
student1688	10121687	IntOfTh_1409	taekwondo	75.5
student1689	10121688	IntOfTh_1409	gymnastics	85.4
student1690	10121689	IntOfTh_1409	gymnastics	82.4
student1691	10121690	IntOfTh_1409	basketball	74.3
student1692	10121691	IntOfTh_1409	basketball	72.1
student1693	10121692	IntOfTh_1409	basketball	79.1
student1694	10121693	IntOfTh_1409	gymnastics	86.5
student1695	10121694	IntOfTh_1409	gymnastics	73.8
student1696	10121695	IntOfTh_1409	basketball	81.6
student1697	10121696	IntOfTh_1409	tennis	96.4
student1698	10121697	IntOfTh_1409	gymnastics	89.2
student1699	10121698	IntOfTh_1409	basketball	91.2
student1700	10121699	IntOfTh_1409	gymnastics	72.3
student1701	10121700	IntOfTh_1409	tennis	72.7
student1702	10121701	IntOfTh_1409	basketball	75.3
student1703	10121702	IntOfTh_1409	tennis	82.8
student1704	10121703	IntOfTh_1409	badminton	66.6
student1705	10121704	ClOfih_1401	basketball	82.6
student1706	10121705	ClOfih_1401	football	82.5
student1707	10121706	ClOfih_1401	basketball	96
student1708	10121707	ClOfih_1401	football	75.5
student1709	10121708	ClOfih_1401	table tennis	76.3
student1710	10121709	ClOfih_1401	swimming	78.3
student1711	10121710	ClOfih_1401	swimming	76.4
student1712	10121711	ClOfih_1401	swimming	90.6
student1713	10121712	ClOfih_1401	football	78
student1714	10121713	ClOfih_1401	table tennis	82.9
student1715	10121714	ClOfih_1401	badminton	79.2
student1716	10121715	ClOfih_1401	volleyball	72.4
student1717	10121716	ClOfih_1401	badminton	61
student1718	10121717	ClOfih_1401	volleyball	85.2
student1719	10121718	ClOfih_1401	tennis	79.7
student1720	10121719	ClOfih_1401	volleyball	80.8
student1721	10121720	ClOfih_1401	swimming	78.3
student1722	10121721	ClOfih_1401	football	99.2
student1723	10121722	ClOfih_1401	football	70
student1724	10121723	ClOfih_1401	table tennis	89.9
student1725	10121724	ClOfih_1401	badminton	85.6
student1726	10121725	ClOfih_1401	volleyball	92.8
student1727	10121726	ClOfih_1401	tennis	86.7
student1728	10121727	ClOfih_1401	volleyball	85.8
student1729	10121728	ClOfih_1401	volleyball	81.1
student1730	10121729	ClOfih_1401	tennis	71.4
student1731	10121730	ClOfih_1401	volleyball	86.4
student1732	10121731	ClOfih_1401	basketball	70.2
student1733	10121732	ClOfih_1401	taekwondo	84.6
student1734	10121733	ClOfih_1401	taekwondo	76.7
student1735	10121734	ClOfih_1401	table tennis	91.3
student1736	10121735	ClOfih_1401	badminton	85.6
student1737	10121736	ClOfih_1401	tennis	96.8
student1738	10121737	ClOfih_1401	swimming	73.8
student1739	10121738	ClOfih_1401	volleyball	74.1
student1740	10121739	ClOfih_1401	football	62.3
student1741	10121740	ClOfih_1401	table tennis	68.9
student1742	10121741	ClOfih_1401	badminton	97.1
student1743	10121742	ClOfih_1401	swimming	73.2
student1744	10121743	ClOfih_1401	tennis	78.9
student1745	10121744	ClOfih_1401	volleyball	71.4
student1746	10121745	ClOfih_1401	badminton	70.8
student1747	10121746	ClOfih_1401	basketball	89.5
student1748	10121747	ClOfih_1401	tennis	86.5
student1749	10121748	ClOfih_1402	tennis	87.4
student1750	10121749	ClOfih_1402	badminton	75.5
student1751	10121750	ClOfih_1402	swimming	84.2
student1752	10121751	ClOfih_1402	table tennis	81.7
student1753	10121752	ClOfih_1402	badminton	63.5
student1754	10121753	ClOfih_1402	volleyball	65.7
student1755	10121754	ClOfih_1402	tennis	81.9
student1756	10121755	ClOfih_1402	badminton	83
student1757	10121756	ClOfih_1402	basketball	61.1
student1758	10121757	ClOfih_1402	table tennis	85
student1759	10121758	ClOfih_1402	table tennis	96.2
student1760	10121759	ClOfih_1402	table tennis	90.6
student1761	10121760	ClOfih_1402	table tennis	80.4
student1762	10121761	ClOfih_1402	taekwondo	77.6
student1763	10121762	ClOfih_1402	taekwondo	86.1
student1764	10121763	ClOfih_1402	football	71.8
student1765	10121764	ClOfih_1402	football	71.9
student1766	10121765	ClOfih_1402	gymnastics	80.1
student1767	10121766	ClOfih_1402	swimming	88.7
student1768	10121767	ClOfih_1402	swimming	82.6
student1769	10121768	ClOfih_1402	table tennis	65.3
student1770	10121769	ClOfih_1402	taekwondo	73.1
student1771	10121770	ClOfih_1402	taekwondo	97
student1772	10121771	ClOfih_1402	gymnastics	66
student1773	10121772	ClOfih_1402	gymnastics	74.2
student1774	10121773	ClOfih_1402	badminton	72.6
student1775	10121774	ClOfih_1402	taekwondo	86.7
student1776	10121775	ClOfih_1402	gymnastics	77.5
student1777	10121776	ClOfih_1402	table tennis	74.9
student1778	10121777	ClOfih_1402	taekwondo	79.3
student1779	10121778	ClOfih_1402	taekwondo	84
student1780	10121779	ClOfih_1402	football	74.4
student1781	10121780	ClOfih_1402	football	78.4
student1782	10121781	ClOfih_1402	gymnastics	91.7
student1783	10121782	ClOfih_1402	swimming	71.5
student1784	10121783	ClOfih_1402	swimming	96.7
student1785	10121784	ClOfih_1402	table tennis	86.5
student1786	10121785	ClOfih_1403	taekwondo	76.4
student1787	10121786	ClOfih_1403	taekwondo	71.2
student1788	10121787	ClOfih_1403	gymnastics	83.3
student1789	10121788	ClOfih_1403	gymnastics	70.8
student1790	10121789	ClOfih_1403	basketball	85.8
student1791	10121790	ClOfih_1403	basketball	71.6
student1792	10121791	ClOfih_1403	basketball	71.1
student1793	10121792	ClOfih_1403	gymnastics	85.3
